customer_id,revenue,most_recent_visit,number_of_orders,recency_days
2618,996,10/18/2006,11,75
39675,835,4/12/2006,11,264
39605,1181,8/13/2006,11,141
16123,2123,7/12/2006,17,173
8495,1117,12/18/2006,9,14
5385,415,6/29/2005,6,551
4984,1004,6/25/2006,10,190
26799,502,6/21/2006,7,194
3971,775,11/8/2006,11,54
14689,764,7/25/2005,6,525
8671,601,9/3/2006,7,120
33729,1140,10/22/2005,11,436
1426,961,10/16/2006,11,77
21486,934,8/14/2006,12,140
8447,1256,10/31/2006,12,62
8813,900,11/11/2006,10,51
10789,600,2/8/2006,6,327
9444,1444,11/11/2006,16,51
20072,1269,9/25/2006,15,98
15269,805,9/16/2006,11,107
22115,1228,8/27/2006,14,127
13348,1549,9/21/2006,14,102
36436,584,7/18/2006,5,167
19156,767,6/4/2005,7,576
39297,766,11/27/2006,7,35
32471,869,8/27/2006,11,127
11458,895,3/12/2006,13,295
8693,1170,10/31/2006,11,62
23696,867,9/18/2006,10,105
35109,1077,7/25/2006,10,160
8971,1071,7/21/2006,15,164
16961,508,10/12/2005,7,446
11891,1013,8/28/2006,10,126
16816,801,4/16/2006,9,260
27473,479,7/29/2005,6,521
26292,673,3/15/2006,7,292
18500,884,5/17/2006,10,229
35103,1131,9/27/2006,13,96
24197,969,6/17/2006,8,198
27599,1144,10/22/2006,11,71
26187,1129,6/29/2006,13,186
21471,536,4/22/2005,7,619
12383,1578,3/6/2006,15,301
26955,253,4/29/2005,4,612
16406,634,8/23/2005,8,496
10661,337,8/24/2006,5,130
13961,845,10/31/2005,6,427
35545,997,6/22/2006,9,193
19268,735,6/16/2006,8,199
37101,506,7/2/2006,8,183
17194,1036,5/9/2006,11,237
37047,509,4/3/2006,6,273
33824,520,3/30/2006,7,277
12624,808,7/9/2006,9,176
7287,394,7/25/2006,7,160
18671,640,7/17/2006,8,168
1419,1633,9/19/2006,14,104
29285,1034,9/30/2006,12,93
10021,1045,11/3/2005,8,424
26560,855,6/21/2006,12,194
20831,496,4/10/2006,5,266
7834,1413,8/30/2006,14,124
15682,1707,10/16/2006,13,77
29469,832,9/2/2006,8,121
31746,1186,4/29/2006,12,247
19942,456,12/8/2006,7,24
19047,617,7/26/2006,11,159
6326,961,5/12/2006,10,234
24553,1091,7/17/2006,10,168
31590,677,11/27/2006,10,35
24841,674,7/1/2006,8,184
5208,1240,10/9/2006,15,84
12927,1474,8/29/2006,15,125
12775,881,5/27/2006,8,219
16667,1143,9/10/2006,11,113
7543,1196,7/16/2006,12,169
31241,831,1/7/2006,7,359
29455,1042,10/23/2006,13,70
14612,1100,11/4/2006,8,58
32464,1000,2/7/2006,9,328
11127,823,11/8/2006,10,54
5966,954,3/10/2006,9,297
3560,1024,9/25/2006,12,98
24846,825,7/12/2006,8,173
17446,1360,12/13/2006,13,19
18595,807,10/4/2006,10,89
21742,716,8/4/2006,9,150
39623,1083,10/30/2006,8,63
15175,1148,11/10/2006,11,52
17031,984,10/30/2006,11,63
8904,664,6/17/2006,6,198
32006,1281,11/5/2006,15,57
33658,1374,6/2/2006,12,213
28139,1279,9/4/2006,12,119
18409,1913,6/5/2006,16,210
1173,492,8/13/2006,6,141
39004,285,12/25/2005,3,372
5366,900,11/20/2006,11,42
7933,1145,11/19/2006,11,43
35319,548,7/6/2006,7,179
23942,368,12/17/2006,4,15
24800,849,6/18/2006,8,197
26141,1161,9/12/2006,10,111
37150,1198,8/23/2006,11,131
37820,663,12/1/2006,11,31
4181,492,5/29/2006,6,217
4608,564,6/9/2006,5,206
30174,827,8/7/2006,8,147
27753,768,2/2/2006,7,333
23575,605,8/25/2006,6,129
13708,595,12/6/2006,9,26
35037,1253,12/11/2006,11,21
8201,1224,11/25/2006,12,37
37675,610,1/9/2006,8,357
15032,744,12/26/2004,7,736
29702,831,10/24/2006,10,69
17309,917,7/6/2006,9,179
37006,1270,12/3/2005,11,394
18834,593,7/12/2006,7,173
19332,981,12/4/2005,8,393
7199,506,6/26/2006,5,189
16995,810,8/26/2006,8,128
16013,798,9/21/2005,8,467
4275,702,5/17/2006,8,229
25338,930,7/3/2006,10,182
27217,1337,12/26/2006,13,6
7822,1194,3/19/2006,13,288
9145,669,10/6/2006,7,87
32713,755,10/17/2006,7,76
17645,302,8/9/2005,4,510
13967,561,8/12/2006,6,142
8982,1163,7/19/2006,12,166
33236,1404,10/9/2006,17,84
8599,713,7/6/2006,8,179
13264,1526,7/13/2006,15,172
20743,286,4/28/2005,3,613
25826,1004,1/31/2006,13,335
15635,819,4/29/2006,9,247
13649,657,9/25/2006,7,98
17042,1477,8/6/2006,12,148
2497,769,9/1/2006,8,122
38318,710,8/21/2006,7,133
11981,814,11/19/2005,9,408
21553,1108,11/11/2006,10,51
22704,570,7/7/2006,5,178
35365,1213,10/24/2006,12,69
10937,732,10/15/2006,10,78
21688,499,9/8/2005,4,480
12465,1868,8/8/2006,17,146
6813,544,11/3/2005,8,424
403,1110,11/2/2006,10,60
29784,895,7/21/2006,13,164
19160,523,7/12/2006,7,173
12283,1413,11/16/2005,12,411
17287,1185,4/21/2006,13,255
2107,694,12/10/2006,9,22
30813,1103,6/20/2006,11,195
15056,626,7/28/2006,8,157
20860,506,3/27/2006,6,280
3383,1065,9/15/2006,9,108
17252,872,10/19/2006,7,74
27838,1358,2/8/2006,11,327
16578,1373,10/21/2006,10,72
23858,522,10/19/2005,7,439
34651,1277,10/19/2006,10,74
3420,612,10/18/2006,8,75
4173,768,2/28/2006,8,307
36986,449,10/7/2006,4,86
18037,1562,8/10/2005,12,509
6584,314,5/9/2006,7,237
22531,241,9/19/2006,2,104
37962,1075,8/4/2006,11,150
3325,1265,10/13/2006,12,80
18339,421,3/6/2006,6,301
499,1330,3/6/2006,12,301
22569,432,7/15/2005,7,535
33322,1278,11/29/2005,10,398
14271,1651,2/14/2006,21,321
12735,479,11/5/2005,6,422
15617,502,9/18/2005,5,470
14061,768,9/16/2006,9,107
21361,1013,6/24/2006,10,191
19374,1099,12/25/2006,10,7
39447,614,10/20/2005,6,438
3960,738,7/11/2005,7,539
17156,723,10/14/2006,7,79
11656,874,9/4/2005,7,484
21342,874,8/21/2006,7,133
17995,501,11/20/2006,8,42
31767,1036,7/5/2006,9,180
37064,553,8/2/2006,9,152
4556,819,10/22/2006,10,71
32171,1161,5/23/2006,15,223
5811,986,4/27/2006,10,249
14286,622,11/2/2005,7,425
35503,1018,9/8/2006,12,115
26952,545,1/29/2006,7,337
24974,1100,9/24/2006,11,99
19085,764,10/4/2006,8,89
13262,968,8/18/2006,12,136
23591,921,7/20/2006,7,165
27126,1007,7/1/2006,12,184
38738,795,2/20/2006,11,315
21427,629,10/30/2006,6,63
33794,486,7/5/2006,8,180
10679,1554,12/2/2005,12,395
26010,955,8/12/2006,12,142
16432,1099,9/15/2006,9,108
19453,732,12/5/2006,6,27
19298,1223,11/1/2006,10,61
29211,980,6/17/2006,11,198
23717,712,8/4/2006,8,150
7695,641,7/1/2005,8,549
16282,967,7/5/2006,11,180
29983,880,9/9/2005,10,479
5998,623,6/10/2006,9,205
10378,900,11/20/2005,10,407
16903,695,10/10/2005,9,448
71,1079,6/11/2006,11,204
24483,1804,11/26/2006,17,36
36445,447,12/11/2005,6,386
6303,570,7/14/2006,6,171
10136,874,7/21/2006,7,164
36565,1077,10/10/2006,11,83
26299,703,8/6/2006,7,148
6413,744,10/12/2006,9,81
5178,898,10/12/2006,13,81
14720,677,7/24/2006,7,161
25149,1249,12/18/2005,10,379
26743,1013,11/10/2006,11,52
38887,1398,11/7/2005,13,420
7547,1035,10/23/2005,13,435
20954,744,4/18/2006,9,258
10888,2111,12/15/2006,18,17
39369,1156,5/19/2006,11,227
37153,611,10/7/2005,7,451
16426,1012,8/22/2006,9,132
8795,633,11/18/2006,6,44
29681,548,3/18/2006,7,289
26839,1410,7/5/2006,12,180
5639,704,1/12/2006,8,354
7845,762,10/5/2005,5,453
29627,1055,9/14/2006,11,109
984,903,10/16/2006,12,77
7802,763,11/19/2005,9,408
11790,1302,12/19/2006,13,13
20352,1233,10/26/2006,12,67
27357,752,11/20/2006,9,42
37661,383,1/2/2006,6,364
24750,723,6/13/2006,11,202
13895,1617,6/1/2006,15,214
18606,918,9/1/2006,8,122
37835,733,10/11/2005,8,447
38930,1023,3/9/2006,9,298
30393,1490,7/29/2006,13,156
8490,1815,12/8/2006,18,24
18923,730,5/21/2006,7,225
3944,1058,5/25/2006,10,221
29077,904,10/19/2006,9,74
29121,1372,6/22/2006,10,193
33266,497,11/9/2005,7,418
30025,657,12/1/2006,8,31
33002,638,11/30/2006,7,32
6969,413,8/19/2006,9,135
18420,1167,7/16/2006,11,169
26907,1380,4/5/2006,12,271
28977,1453,8/1/2006,12,153
13179,1351,7/18/2006,14,167
36912,904,6/10/2006,10,205
27564,1110,7/3/2006,13,182
36278,918,11/17/2005,10,410
1687,1218,7/4/2006,13,181
5415,337,7/12/2006,4,173
33246,1277,12/25/2006,14,7
20629,408,9/17/2006,8,106
2081,1507,11/27/2006,12,35
38958,1577,8/22/2006,14,132
5362,304,4/15/2006,5,261
5125,868,7/13/2006,9,172
24434,1238,9/12/2006,11,111
5868,342,8/1/2005,3,518
37855,682,11/28/2006,8,34
35118,804,9/5/2006,10,118
25278,1003,9/23/2006,11,100
14621,379,5/27/2005,4,584
23785,1303,7/3/2006,11,182
578,744,12/14/2006,9,18
15988,430,7/19/2006,5,166
11261,706,4/12/2006,9,264
37611,1013,7/7/2005,10,543
7554,1068,10/2/2006,12,91
13152,2083,8/4/2006,17,150
19353,1075,7/13/2006,11,172
5895,849,11/15/2006,9,47
13667,1168,7/8/2006,14,177
32633,720,10/23/2005,6,435
162,1392,7/30/2006,9,155
9823,1433,9/19/2006,12,104
6101,430,10/13/2006,6,80
4755,1093,11/23/2006,9,39
23584,654,7/11/2006,7,174
7814,450,10/15/2005,6,443
37144,1389,7/25/2006,13,160
15520,1271,8/12/2006,15,142
7928,345,6/5/2005,5,575
23941,1281,12/11/2006,13,21
17522,852,2/21/2006,9,314
1444,971,1/31/2006,8,335
11393,1042,12/10/2005,10,387
15503,916,9/11/2006,10,112
13613,1024,5/26/2006,11,220
753,1444,8/25/2006,14,129
34216,773,11/4/2005,11,423
11771,996,9/1/2006,10,122
2651,1054,8/6/2006,10,148
12488,803,10/3/2006,8,90
14706,450,9/7/2005,6,481
27988,847,1/8/2006,7,358
3243,1219,3/15/2006,11,292
22400,1201,5/4/2006,14,242
30782,840,1/23/2006,7,343
39791,1017,10/17/2006,10,76
4399,695,7/1/2006,9,184
9140,1213,7/12/2006,14,173
18748,791,5/21/2006,8,225
23451,1536,8/21/2006,15,133
29084,964,12/22/2005,9,375
19456,827,9/4/2005,7,484
9044,1160,8/5/2006,12,149
9553,1208,12/13/2006,11,19
8339,600,11/27/2006,7,35
8478,607,9/1/2006,9,122
25169,1428,7/20/2006,13,165
39139,1414,7/22/2006,14,163
33359,933,6/19/2006,9,196
27298,1053,11/17/2006,13,45
11343,795,12/26/2006,8,6
21788,1072,3/26/2006,12,281
30353,1517,3/5/2006,12,302
22317,766,12/11/2005,7,386
23714,880,4/25/2006,9,251
12607,1108,11/22/2006,12,40
32054,557,9/16/2006,7,107
14962,735,6/20/2006,7,195
25686,1120,11/16/2006,12,46
39662,1012,10/13/2005,12,445
22225,1147,6/30/2006,11,185
31218,1096,1/22/2006,13,344
30821,557,7/31/2006,6,154
1826,1001,5/2/2006,11,244
2571,613,6/8/2006,6,207
21024,1081,1/9/2006,12,357
29488,791,10/15/2006,8,78
19848,1214,7/8/2006,14,177
1314,975,6/8/2006,9,207
37380,1041,12/7/2005,10,390
26079,360,7/6/2005,6,544
6075,1424,2/15/2006,14,320
14019,1102,4/1/2006,13,275
28641,1109,10/10/2006,11,83
10907,1381,9/9/2005,15,479
14352,620,10/15/2006,8,78
28292,879,8/8/2006,9,146
34782,1691,10/30/2006,15,63
33235,671,10/21/2005,7,437
34378,409,10/22/2006,4,71
11220,1495,10/31/2006,13,62
39622,1421,9/2/2006,10,121
6768,1030,10/19/2006,9,74
16024,1042,7/30/2006,12,155
19292,1480,11/15/2006,17,47
3423,1225,9/14/2006,12,109
19173,1086,10/12/2006,11,81
10271,1612,9/7/2006,18,116
15157,571,7/10/2006,8,175
27667,546,10/29/2005,8,429
21202,408,8/19/2005,7,500
30763,1572,10/12/2006,15,81
16550,514,4/14/2006,5,262
22560,989,10/19/2006,12,74
27510,770,6/15/2006,8,200
9674,670,10/29/2005,8,429
14111,819,10/5/2005,8,453
4374,1392,10/17/2006,12,76
27905,1154,7/10/2006,11,175
33403,1094,6/29/2006,11,186
32067,1122,12/29/2006,13,3
17163,908,6/26/2006,8,189
13618,781,8/17/2006,8,137
38029,850,7/30/2006,8,155
4011,1068,12/28/2006,9,4
20788,544,7/22/2005,7,528
30790,737,11/20/2006,8,42
16875,1596,7/21/2006,15,164
9516,1135,8/9/2006,12,145
13528,370,6/1/2006,6,214
30672,657,7/19/2006,11,166
9661,1324,11/1/2006,10,61
18956,1335,10/1/2006,14,92
21139,488,7/6/2006,6,179
17716,1260,7/23/2006,13,162
29903,1370,8/26/2006,12,128
23752,1005,4/13/2006,11,263
39289,1038,6/15/2006,10,200
8707,867,10/11/2006,11,82
16128,738,9/10/2006,9,113
33119,1143,7/18/2006,12,167
38098,784,10/30/2006,8,63
19883,432,4/18/2006,8,258
5736,854,4/2/2006,8,274
21624,1177,5/30/2006,14,216
33654,905,6/25/2006,10,190
19360,1284,7/7/2006,13,178
5629,1234,11/1/2006,12,61
20014,1023,7/13/2006,12,172
35052,732,11/20/2006,10,42
35161,1119,2/18/2006,10,317
20719,797,8/5/2006,7,149
9605,697,12/15/2005,7,382
19809,675,4/13/2006,6,263
31748,1577,12/27/2006,13,5
7190,940,11/26/2006,10,36
10599,1024,6/14/2006,10,201
18536,765,9/13/2005,9,475
8977,1268,8/31/2006,12,123
22749,671,11/4/2005,7,423
23892,1290,8/12/2006,14,142
21417,1422,8/30/2006,14,124
27880,851,9/25/2006,10,98
25801,1254,7/9/2006,12,176
14031,946,11/29/2006,9,33
9522,485,7/29/2006,8,156
33385,722,10/6/2006,8,87
13584,824,6/5/2006,7,210
21712,984,7/17/2006,10,168
20699,1180,10/27/2006,11,66
38185,1084,9/18/2006,11,105
33680,845,11/6/2006,10,56
34709,412,8/19/2005,6,500
3115,384,8/20/2005,5,499
16836,2096,8/7/2006,17,147
15154,551,10/20/2006,6,73
15567,810,7/6/2006,9,179
31847,925,7/28/2006,10,157
13193,678,7/24/2006,8,161
16254,922,12/26/2006,12,6
12062,1095,7/26/2006,15,159
3614,1555,10/19/2006,15,74
38294,890,5/16/2006,10,230
12504,1962,9/11/2006,18,112
5678,1084,8/22/2006,13,132
23545,437,11/15/2006,7,47
37476,823,8/6/2006,8,148
25072,705,1/10/2006,8,356
15612,993,12/13/2006,10,19
35080,749,5/10/2006,6,236
37426,857,8/25/2006,10,129
18115,637,9/25/2006,12,98
37312,1278,8/27/2006,13,127
32949,966,10/14/2006,9,79
8895,1203,11/23/2006,11,39
9032,788,7/17/2006,8,168
36443,824,8/13/2005,7,506
27295,1051,8/15/2006,12,139
26539,869,8/30/2006,10,124
28161,313,8/7/2006,4,147
12199,858,11/26/2006,12,36
8546,712,9/29/2006,6,94
36309,1395,8/24/2006,14,130
27504,999,7/27/2006,11,158
2075,788,7/23/2006,9,162
7075,1808,12/20/2006,18,12
11874,1311,1/6/2006,13,360
20906,653,5/6/2006,7,240
22128,1095,7/22/2005,12,528
21336,656,9/26/2006,9,97
34906,1242,8/11/2006,12,143
39688,1525,12/30/2006,14,2
8655,163,6/7/2004,2,938
199,661,9/4/2006,8,119
18121,558,4/20/2006,7,256
34269,632,8/18/2006,7,136
11140,1992,11/10/2006,17,52
662,1020,7/1/2006,9,184
23373,607,6/14/2006,8,201
11121,598,10/13/2006,9,80
13197,412,6/21/2005,4,559
15152,1212,11/18/2006,13,44
2582,950,10/15/2006,10,78
25852,821,8/14/2006,12,140
8333,1053,7/31/2006,11,154
23890,1211,8/6/2006,10,148
2599,975,8/2/2006,11,152
24424,658,11/7/2005,6,420
26713,594,12/12/2006,8,20
13730,1014,10/11/2006,11,82
13555,977,10/19/2006,15,74
28654,159,7/4/2006,2,181
25481,485,4/22/2006,6,254
36909,693,5/5/2006,8,241
34397,768,7/23/2006,9,162
11238,807,3/4/2006,7,303
22429,399,12/23/2005,4,374
20022,828,3/20/2006,8,287
12114,1619,2/12/2006,15,323
33954,1248,11/15/2006,14,47
52,550,11/8/2006,7,54
22677,928,11/22/2005,7,405
5655,656,10/1/2006,6,92
10276,1168,10/22/2006,12,71
1630,464,12/21/2006,6,11
31947,834,7/24/2006,9,161
7827,1248,5/13/2006,13,233
218,927,11/13/2006,11,49
24531,497,6/28/2006,7,187
1677,805,8/19/2006,9,135
39777,1287,1/26/2006,12,340
28593,740,7/20/2006,8,165
25796,1048,3/4/2006,8,303
28073,1020,11/4/2005,11,423
17620,767,12/8/2005,8,389
39416,1081,9/7/2006,13,116
4525,1489,3/3/2006,13,304
22686,936,8/27/2005,11,492
9151,352,11/20/2006,4,42
5509,715,10/4/2006,9,89
6190,881,1/16/2006,10,350
23542,878,6/27/2006,10,188
17918,1378,6/8/2006,13,207
9860,648,5/30/2006,8,216
27047,1363,4/4/2006,17,272
35701,741,7/9/2005,4,541
16385,735,6/27/2006,9,188
37866,981,4/30/2006,9,246
30692,1063,9/10/2006,7,113
28790,1477,12/1/2006,14,31
18314,2012,11/20/2006,14,42
15833,1054,7/5/2006,13,180
24632,830,9/15/2006,10,108
14499,1220,10/2/2006,15,91
4716,1213,10/31/2006,11,62
7904,957,10/26/2006,10,67
39221,994,8/24/2006,11,130
34027,1394,8/9/2006,14,145
33340,897,7/19/2006,9,166
22913,452,3/31/2006,7,276
13969,569,11/14/2006,6,48
14191,742,9/13/2006,7,110
32427,1008,9/23/2006,9,100
10395,517,8/13/2006,7,141
26856,932,10/6/2006,10,87
23926,298,5/14/2005,3,597
23406,526,7/5/2006,8,180
24969,1180,12/12/2006,13,20
31953,1123,6/12/2006,13,203
10741,1055,7/18/2005,10,532
35339,1650,11/4/2006,17,58
11994,882,8/5/2006,10,149
7735,890,8/29/2006,9,125
34159,513,6/15/2006,8,200
31663,436,10/22/2006,7,71
32586,556,10/28/2006,7,65
473,1070,5/27/2006,11,219
11109,1052,9/28/2006,11,95
15931,845,10/29/2005,7,429
11158,1006,11/13/2006,11,49
17412,469,12/23/2006,5,9
7800,1348,10/1/2006,13,92
25011,1268,9/13/2006,13,110
32075,959,7/31/2006,10,154
12866,1287,6/12/2006,11,203
8734,1373,10/25/2006,16,68
14303,932,8/29/2006,9,125
36089,1188,6/16/2006,12,199
27428,1154,7/3/2006,13,182
29737,1180,11/23/2006,11,39
1602,908,9/14/2006,9,109
15021,1233,8/22/2006,13,132
28930,832,6/22/2006,8,193
20746,935,5/28/2006,8,218
24890,1961,12/21/2006,18,11
12323,684,12/11/2006,10,21
11853,1473,8/27/2006,11,127
5776,832,12/29/2005,8,368
7876,1585,11/17/2006,15,45
13102,1542,10/23/2006,13,70
12986,657,11/6/2005,6,421
1166,905,9/4/2006,9,119
31407,1054,9/1/2006,12,122
12288,1699,11/10/2006,15,52
14605,1108,8/1/2006,10,153
22766,1294,11/26/2005,14,401
4902,588,11/16/2005,8,411
3572,439,8/6/2006,7,148
24119,919,7/24/2006,9,161
17428,525,6/7/2006,7,208
27407,840,6/5/2006,9,210
2278,788,7/31/2006,10,154
15793,869,4/12/2006,8,264
23967,1065,8/9/2006,11,145
31344,893,7/30/2006,11,155
17864,829,6/12/2006,9,203
10139,644,7/24/2006,6,161
26846,297,6/7/2006,4,208
33550,865,5/8/2006,11,238
7429,576,12/7/2006,7,25
3318,1135,5/12/2006,14,234
24613,1195,12/15/2006,15,17
9797,839,9/3/2006,12,120
15869,1432,8/30/2006,12,124
29987,513,2/28/2006,8,307
13781,1055,11/22/2006,9,40
3527,1246,7/20/2006,12,165
5440,643,10/11/2005,5,447
36554,826,12/27/2006,8,5
20716,587,7/26/2006,5,159
10669,1493,9/3/2006,14,120
36811,1185,9/10/2006,12,113
22812,1128,8/29/2006,11,125
34989,918,9/5/2006,8,118
17796,971,10/23/2006,9,70
35129,563,10/7/2006,6,86
1555,1442,6/9/2006,13,206
1713,697,11/6/2006,7,56
25900,751,7/30/2006,6,155
5976,966,2/21/2006,12,314
18141,646,9/26/2006,8,97
39803,888,9/8/2006,10,115
15726,631,8/23/2006,9,131
20523,647,10/27/2006,9,66
12526,989,1/18/2006,10,348
17563,316,11/30/2006,6,32
26354,623,10/29/2006,6,64
33094,518,8/18/2006,7,136
4970,688,11/25/2005,8,402
7907,891,12/7/2005,7,390
11056,758,3/12/2006,8,295
12891,871,8/22/2006,7,132
7349,873,5/19/2006,10,227
6529,985,12/13/2006,8,19
3608,839,12/1/2005,11,396
16088,1096,11/7/2005,11,420
20468,998,6/16/2006,9,199
29624,930,1/19/2006,10,347
6447,863,11/6/2006,12,56
7155,719,12/24/2006,10,8
35299,998,3/6/2006,13,301
8256,1045,10/10/2006,12,83
38976,459,12/11/2006,6,21
28265,1329,7/10/2006,14,175
8636,755,3/22/2006,7,285
244,1392,12/27/2005,9,370
19237,1390,3/7/2006,14,300
19895,427,9/4/2006,5,119
19455,831,11/19/2006,7,43
4157,862,9/1/2006,6,122
21952,899,3/24/2006,11,283
34879,511,7/9/2006,5,176
16655,1013,9/12/2006,12,111
1030,987,8/10/2006,11,144
24679,951,10/8/2006,11,85
14903,1040,10/18/2006,11,75
39419,693,12/9/2005,8,388
35106,1057,9/14/2006,10,109
34611,1782,12/22/2005,15,375
15423,1261,4/26/2006,11,250
22765,666,8/19/2005,7,500
23238,996,1/7/2006,9,359
36368,1843,4/21/2006,17,255
21179,639,8/8/2006,8,146
2492,587,8/24/2006,7,130
11187,436,7/15/2006,6,170
39535,863,6/22/2006,10,193
19945,1101,4/17/2006,12,259
36376,1451,9/20/2006,12,103
39928,1243,6/25/2006,13,190
10301,1385,11/2/2006,15,60
38709,1142,11/9/2006,11,53
10364,683,12/8/2006,5,24
37190,956,11/14/2005,11,413
26749,579,10/26/2005,7,432
7817,1931,9/1/2006,16,122
26965,1203,5/16/2006,12,230
28627,1195,7/21/2006,12,164
31522,1630,7/30/2006,14,155
27278,1190,8/5/2006,11,149
15903,544,11/24/2006,7,38
26387,1047,5/29/2006,10,217
22096,386,9/15/2006,4,108
13633,1735,10/30/2006,15,63
33365,875,7/19/2006,9,166
10536,781,9/8/2006,12,115
23614,1425,10/27/2006,13,66
7055,569,5/10/2006,6,236
6130,342,10/1/2005,6,457
2754,1412,11/22/2006,13,40
32715,1318,11/26/2006,16,36
12667,636,12/28/2006,9,4
29313,1067,6/24/2006,9,191
6625,842,9/2/2006,12,121
23989,1039,9/9/2006,11,114
22490,943,3/21/2006,11,286
27762,1444,10/22/2006,14,71
28753,864,6/19/2006,10,196
16939,1273,9/13/2006,12,110
14257,983,10/23/2006,9,70
24398,1480,6/25/2006,14,190
3242,1323,10/5/2006,15,88
30082,677,10/19/2005,7,439
38167,309,9/2/2006,6,121
7121,1150,9/19/2006,13,104
9756,881,10/25/2006,12,68
38917,676,10/27/2006,6,66
33264,564,8/31/2006,9,123
10841,832,8/3/2006,7,151
18437,639,9/7/2006,8,116
25654,1235,10/4/2005,14,454
19670,1078,10/17/2006,9,76
5963,1249,5/17/2006,11,229
37060,663,10/7/2006,7,86
34190,650,6/29/2006,7,186
10505,1156,8/27/2006,12,127
32204,503,7/30/2005,5,520
23354,649,1/10/2006,8,356
32222,1186,7/14/2006,14,171
36325,1464,9/23/2006,10,100
33707,1170,5/12/2006,9,234
32849,674,11/22/2006,10,40
31915,843,9/3/2006,8,120
8749,628,11/5/2006,9,57
21290,1370,9/8/2006,13,115
2960,1001,10/11/2006,12,82
5601,1608,10/19/2006,21,74
25414,2225,8/23/2006,21,131
54,222,6/30/2006,3,185
35484,491,5/20/2006,6,226
10429,869,11/1/2006,10,61
38023,546,7/27/2006,7,158
36463,799,8/7/2006,8,147
3474,514,8/15/2006,9,139
21769,1025,8/27/2006,11,127
12086,1103,6/14/2006,13,201
27338,1004,6/9/2006,9,206
32506,870,8/31/2006,7,123
32012,1559,7/1/2006,13,184
29940,945,8/25/2005,9,494
20576,675,8/23/2006,9,131
31473,642,8/10/2006,10,144
1601,780,11/10/2006,9,52
12974,718,10/6/2006,8,87
9898,972,6/28/2006,11,187
39639,383,7/13/2006,4,172
25647,1003,8/9/2006,11,145
12163,875,12/28/2005,10,369
4419,510,11/21/2006,6,41
24453,1061,12/24/2006,13,8
8000,615,10/10/2005,7,448
22987,708,8/27/2006,8,127
34847,1025,10/8/2006,8,85
31558,505,7/1/2006,5,184
33106,1103,7/24/2006,14,161
14116,889,11/20/2006,10,42
30714,849,6/30/2006,9,185
24425,872,4/6/2006,9,270
19044,543,9/23/2006,7,100
26620,1138,10/9/2006,7,84
9808,1196,7/21/2006,11,164
2870,810,10/5/2006,7,88
38226,1276,11/26/2006,12,36
527,635,12/8/2005,11,389
15319,808,8/26/2005,8,493
5964,2112,12/23/2005,19,374
23208,565,5/12/2006,6,234
37160,297,7/18/2005,5,532
13856,572,4/28/2006,8,248
33361,1621,10/1/2006,12,92
1915,1074,11/6/2005,12,421
20358,1502,9/11/2006,12,112
21842,870,10/21/2005,10,437
29061,861,8/28/2006,10,126
25844,1167,10/8/2006,11,85
12523,772,12/11/2006,10,21
26174,1714,11/29/2006,15,33
17567,731,9/1/2006,7,122
7174,1356,8/27/2006,14,127
8643,1659,7/11/2006,13,174
18709,628,5/18/2006,7,228
10807,1402,7/26/2006,14,159
12855,827,9/6/2006,9,117
34246,650,8/23/2006,9,131
5818,986,9/27/2006,10,96
3195,872,10/8/2005,11,450
8330,1018,6/20/2006,9,195
9174,648,10/10/2005,7,448
5956,763,6/8/2006,9,207
35599,1487,10/7/2006,14,86
19478,737,11/17/2006,8,45
14347,632,1/17/2006,7,349
30878,434,7/30/2006,8,155
22932,759,11/12/2006,8,50
31945,770,9/3/2006,8,120
23579,936,9/20/2006,10,103
33350,1148,10/30/2006,10,63
30318,711,5/29/2006,7,217
5114,899,10/15/2006,10,78
27949,1012,9/24/2006,11,99
4472,452,10/17/2006,6,76
2936,761,8/23/2006,9,131
4184,564,4/4/2006,6,272
36105,1084,9/10/2006,9,113
18968,381,11/29/2005,5,398
24198,146,9/20/2006,3,103
27470,821,4/10/2006,7,266
137,1245,9/16/2006,11,107
13755,707,5/17/2006,11,229
7079,1041,3/8/2006,9,299
20834,975,12/4/2006,10,28
1071,777,10/10/2006,9,83
8111,1165,8/3/2006,11,151
1489,737,11/8/2005,8,419
1693,1718,11/10/2006,14,52
39998,711,9/14/2006,7,109
12717,1598,10/30/2006,14,63
36573,1540,10/31/2006,14,62
4562,423,9/1/2005,5,487
28408,760,7/7/2006,10,178
20587,593,3/30/2006,6,277
28665,1142,10/2/2006,12,91
13101,755,8/28/2006,9,126
4301,638,7/27/2006,8,158
31322,1084,2/10/2006,9,325
24154,1415,3/10/2006,14,297
33790,1207,9/20/2006,11,103
24640,1153,11/16/2006,12,46
4186,601,7/1/2006,7,184
308,1015,7/1/2006,9,184
38145,386,8/22/2005,3,497
14542,817,10/15/2006,11,78
33688,1473,6/1/2006,12,214
3313,688,9/22/2006,10,101
28464,1222,10/20/2006,12,73
2655,653,7/19/2006,10,166
6739,1570,6/13/2006,10,202
33321,717,10/3/2006,10,90
11575,1361,11/17/2006,10,45
13422,1070,5/17/2006,10,229
36411,931,9/15/2006,9,108
32581,1129,10/18/2006,11,75
28137,982,12/5/2006,11,27
39317,931,11/16/2006,12,46
22422,911,10/25/2006,11,68
4277,965,6/7/2006,12,208
